"SKU","URL","Brand","Title","Size","Count","Characteristics","Details","Certifications","Color","Manufacturer","Reviews"
"1096595","https://www.projectn95.org/products/3m-1870-boat-shape-surgical-n95-white-masks/","3M","3M 1870+ Surgical N95 Masks Standard","Standard","Case of 440","United States,Headstrap,Boat,N95","**  For industrial/occupational use only. Not for consumer sale or use.**    Model: 1870+  Product Features: The 3M 1870+ Aura is a FDA Cleared Surgical N95 Health Care Respirator.   FDA Cleared for use as surgical mask NIOSH Approved N95 Unique, Three-Panel Design fits a wide range of face shapes and sizes Highest Level of fluid Resistance Embossed top panel is designed to direct exhaled air away from the nose panel, helping to reduce eyewear fogging Curved low profile design conforms well to nose and eye contours, allowing more room for eyewear Innovative Chin Tab designed for ease of positioning, donning & adjustment Soft Nose Foam and smooth inner materials for comfort against skin Flat Fold Design offers convenient storage and portability Compatible with a variety of eyewear Sculpted top panel helps conform to nose and eye contours of the face allowing more room for eyewear Adjustable nose clip helps provide a custom, secure seal Innovative Chin Tab designed for ease of positioning, donning and adjustment 440 Masks per Case, Individually Wrapped Made in the USA   Manufacturer: 3M Company ","CDC NIOSH: TC-84A-5726","White","",""
"1096599","https://www.projectn95.org/products/copy-of-flat-fold-df300n95-n95-one-size-fits-most/","Honeywell","Flat Fold DF300N95 N95 Masks Standard","One Size Fits Most","Pack of 20, 50","Flat Fold,Headstrap,N95","The Honeywell DF300N95BX is a flat-fold N95 respirator mask with 95% filter efficiency against solid and liquid particulates, excluding oils. These masks are all bagged into a single open-ended plastic sleeve to protect from exposure and contamination when the box is opened.      Designed to fit all faces comfortably and accommodate the user’s facial movements  Humidity and moisture resistant filter media that repels moisture for a longer-lasting respirator  Multilayered absorption media with a smooth inner lining for added comfort Reliable durable design that lasts throughout the workday Individually packaged 20 Masks per Box  Concealed adjustable nose clip and soft foam nose cushion provide a custom secure seal  Latex-free woven head straps are welded for a secure fit  Country of origin: Mexico Packaging Dimensions:Dimension of the Package: 5.7''H X 6.69''L X 5.11'' WDimension of Master Carton:12''H X 20.55''L X 15.82'' W ","CDC-NIOSH: TC-84A-8480","White","Honeywell",""
"1096590","https://www.projectn95.org/products/flat-fold-kn95-masks-small-white/","BNX Converting LLC","Flat Fold KN95 Masks Small","Kids","Pack of 20","Flat Fold,Earloop,US/Global,KN95"," Product Features:    Masks that are Manufactured by BNX Converting LLC in Houston TX. Manufactured in the USA from globally sourced components.  BNX filtration technology provides maximum protection, comfort, and breathability. The active filter layer is composed of ultra-high-grade melt-blown polypropylene. Latex-free design with ear loop straps that are sonically bonded for integrity and strength. Adjustable metal nose piece allows for a tight seal which helps to protect against airborne particles. Please follow all recommended fitting instructions and guidelines to ensure proper personal protection. Flat-fold ear loop mask design allows for convenient storage prior to use. Ideal for use in crowded or contaminated areas such as: Commercial Buildings, Construction, Design & Construction, Food Processing, Food Safety, General Manufacturing, Heavy Infrastructure, Mining, Oil & Gas, Transportation, etc.   Manufacturer: BNX Converting LLC |Adjustable Nose Clip: Yes | Individually Packaged: NoShelf Life: Use by date printed on the package","","White","",""
"1096708","https://www.projectn95.org/products/nitta-flat-fold-9510-black-n95-mask/","Nitta","Flat Fold 9510-2 N95 Mask Black M/L","M/L","Pack of 10, 20, 30, 50, 100","Flat Fold,Headstrap,Colombia,N95"," This recyclable NIOSH Approved N95 respirator offers 95%+ filtration efficiency against solid and liquid aerosols. Designed to improve respiratory protection, it features 4 protective layers, 2 headbands, and an adjustable nose bridge to ensure a snug fit. Our sustainability program helps ensure used masks are properly recycled.        Product Description:      Materials: The Adjustment Bands are made of Polyester. The Nose Sheet/Piece is made of Galvanized Steel. The filter is made of Polypropylene. The non-woven fabric is made of Polyester.   Dimensions: 6.5'L X 4.25'W/Top & Bottom Head Straps 10'   Care: Non-washable; replace daily   Notes:  N95 respirator mask with 95%+ filtration. NIOSH approved Model 9510. Click Here if you'd like to get a label to return these for us to recycle. This is a personal-use item; cannot be returned for a refund.      ","CDC NIOSH: TC-84A-8118","Black","Nitta S.A.",""
"1096593","https://www.projectn95.org/products/3m-cup-8200n95-n95-respirator-m-l/","3M","3M 8200 N95 Respirator Cup Shape","M/L","Pack of 20","Cup,United States,Headstrap,N95"," **   For industrial/occupational use only. Not for consumer sale or use.**  Whether you're sweeping, sanding or working in a dusty environment, this 3M respirator offers affordable protection with the convenience of a disposable style. The lightweight design features an adjustable nose clip so you can form the mask to the shape of your nose for increased comfort and a snug fit.    Product Features:   Made for Sensitive Skin Superior Protection:NIOSH approved to have a 95% filtering efficiency against non-oil-based particulates      Manufacturer: 3M Corp ","CDC NIOSH / KN95:  TC-84A-4271","White","","['5', 'Comfortable enough, breathable, very basic', 'Good mask, very basic cup mask, reasonably comfortable, does the job, not the most comfortable or the most perfect fit for me, but good enough, no major points of discomfort, though the material is a little sensory-eh.']"
"1096597","https://www.projectn95.org/products/flat-fold-df300n95-n95-masks/","Honeywell","Flat Fold DF300N95 N95 Masks","One Size Fits Most","Pack of 50","Flat Fold,Headstrap,N95","The Honeywell DF300N95BX is a flat-fold N95 respirator mask. Engineered to promote easier breathing, the NIOSH approved DF300 Series Flat fold Disposable Respirators are made with a multilayered absorption media that repels moisture and features a smooth inner lining for added comfort.    Designed to fit most faces comfortably Multilayered absorption media with a smooth inner lining for added comfort Latex free, comfort stretch head straps welded for a secure fit Humidity and moisture resistance filter   CDC NIOSH: TC-84A-8480","CDC NIOSH: TC-84A-8480","","",""
"1096592","https://www.projectn95.org/products/3m-8210-cup-n95-masks-standard/","3M","3M 8210 Cup N95 Respirator M/L","M/L","Pack of 20","Cup,United States,Headstrap,N95"," **  For industrial/occupational use only. Not for consumer sale or use.**  3M™ 8210 N95 Particulate Respirator features a lightweight, Advanced Electret Filter Media to trap small particles while still allowing for easy breathing. This respirator is certified under NIOSH 42CFR84 to have a minimum filter efficiency level of 95% against dust and other non-oil particulates.  Product Features  Certified Protection Secure Fit The double elastic headbands makes sure the mask is secure and comfortable  ","CDC NIOSH: TC-84A-0007","White","3M",""
"1096611","https://www.projectn95.org/products/moldex-cup-4600-n95-respirator-pack-10/","Moldex","Cup 4600 N95 Respirator M/L","M/L","Pack of 10","Cup,United States,Headstrap,N95","  Easier breathing and cool comfort are what you get when you wear a Moldex 4600 AirWave® N95 respirator. The larger surface area of the patented wave design means more air flows in and out of the mask. Soft foam nose cushion and contoured shape custom fit this Moldex N95 respirator to your face without compromising filtration. Features a comfortable, metal-free, and hangable cloth SmartStrap® that adjusts for an excellent fit.    Product Features: The Moldex 4600 Mask is an N95 Respirator-    Exclusive easy-breathing wave design. Less resistance, better breathability Less cost than valved respirators Soft cloth SmartStrap allows you to adjust for a custom fit SmartStrap allows the respirator to hang around the neck when not in useMetal-free Longer use means less waste, fewer respirators used, and lower costs Can be used against most welding fumes (free of oil) Fits easily under welding hoods Dura-Mesh® shell resists collapsing in heat and humidity Molded nose bridge seals easily without a metal noseband Facepiece is naturally contoured for less pressure FlexFit® design moves easily with your face and stays in place Soft foam nose cushion for added comfort 100% PVC-Free, like all Moldex products & packaging - for a greener alternative   Manufacturer: Moldex-Metric, Inc. ","CDC NIOSH: TC-84A-5636 NIOSH certified to have a filter efficiency of 95% or greater for non-oil-based particulates","White","",""
"1096606","https://www.projectn95.org/products/aok-cup-respirator-n95-masks-m-l-xl/","AOK Tooling","Soft Seal Cup 20180022 N95 Mask M, L, XL","Pack of 10","Pack of 10","Cup,China,Headstrap,N95","**Free shipping on orders over $60** Softseal large 3d NIOSH N95 respirator mask, no valve, box of 10.  Features a 360° silicone seal that gently molds to your face, maintaining the seal even while speaking or moving.  As you inhale, the thin, feathered edge of the silicone seal tightens to your face. Ultrasonically welded 4-point adjustable head strap with no staples. Molded adjustable nose clip for the perfect fit. The internal skeleton prevents mask collapse while breathing & improves durability.  No fog design keeps goggles & glasses fog-free. Flame and fluid penetration resistant. Good for welding. Fine particulate filters:≥ 99% BFE @ 3 microns, ≥ 99% PFE @ 0.1 micron, ≥ 95% NACL @ 0.3 micron. Used anywhere that N95 respirators are required (e.g., filtering 0.3 micron particles).  Ideal for industrial and home applications like dry walling, wood sanding & cutting, gardening, fiberglass insulation, agricultural grain, hay dust, and fertilizing. Provides protection against pollen, pet dander, airborne bacteria, molds & viruses including H1N1 and swine flu, allergens, smoke, ash, soot & fine particle air pollution.  Meets CDC guidelines for TB exposure control.  Unique patented design with a full 360° silicone seal for the perfect fit protection. Soft silicone seal protects your skin during prolonged use and contains no natural latex. A silicone seal prevents glasses and goggles from fogging up and stays sealed while you work, breathe and speak Adjustable nose clip for the ultimate comfortable fit The crushproof internal layer prevents mask collapse while breathing and working. 4-point, adjustable tensioning head straps are ultrasonically welded without staple holes that leak. Fluid and flame resistant and good for welding Fine particulate filters: ≥ 99% BFE @ 3 micron ≥ 99% PFE @ 0.1 micron ≥ 95% NACL @ 0.3 micron Used anywhere that n95 respirators are required (e.g., filtering 0.3 micron particles) and when higher protection is needed against airborne viruses and TB. Ideal for industrial and home applications. Welding, dry walling, wood sanding and cutting, gardening, fiberglass insulation, agricultural grain, and hay dust, fertilizing, and protection against mold, pollen, and pet dander.   Manufacturer: AOK Tooling | Adjustable Nose Clip: Yes | Individually Packaged: No | Shelf Life: Use by date printed on the package","NIOSH: TC-84A-8449 Flame And Fluid Penetration Resistant, good for welding. Fine Particulate Filters:≥ 99% BFE @ 3 Micron, ≥ 99% PFE @ 0.1 Micron, ≥ 95% Nacl @ 0.3 Micron. Used Anywhere That N95 Respirators Are Required (E.G., Filtering 0.3 Micron Particles). Ideal For Industrial And Home Applications Like Dry Walling, Wood Sanding & Cutting, Gardening, Fiberglass Insulation, Agricultural Grain, Hay Dust And Fertilizing. Provides Protection Against Pollen, Pet Dander, Airborne Bacteria, Molds & Viruses Including H1N1 And Swine Flu, Allergens, Smoke, Ash, Soot & Fine Particle Air Pollution. Meets CDC Guidelines For TB Exposure Control.","White","",""
"1096675","https://www.projectn95.org/products/harley-white-3d-flat-fold-kn95-masks-s-m-l/","Harley","White 3D Flat Fold KN95 Masks M/L","M/L","Pack of 10","Flat Fold,China,Earloop,KN95","  Made to New GB2626-2019 Standard  Product Features: Adjustable Nose Piece, Latex Free Ear Loops, Multi-layer filtration system of non-woven soft and breathable fibers, individually packaged   The New Harley® KN95 Model BFM001 is made to the new standard, is the same size and shape, and uses the same production process. The improvement will be from the new melt-blown polypropylene cotton filter layer which will upgrade the breathability factor (respiratory resistance) of the mask. This new enhancement will help make it easier to breathe for the user while still offering filter efficiency greater than 95%.    ","Made to New GB2626-2019 Standard","White","GUANGZHOU HARLEY COMMODITY CO. ,LTD",""
"1096681","https://www.projectn95.org/products/astm-level-3-ph-kf3ply-surgical-masks/","KingFa","ASTM Level 3 PH-KF3PLY Surgical Mask","One Size Fits Most","Pack of 50","China,Earloop,ASTM Level 3","   Medical Grade Level 3 ASTM F2100-2019 | 3-Ply Protective Layers (PP Non-WovenProtective Layer, Melt-Blown Filtration Layer, Interior Comfort PP Non-Woven Layer)   Medical Masks Work As A Protection Barrier Minimizing Direct Transmission of Infected Fluids or Particles Among Healthcare Professionals and Patients   ASTM Level 3 Medical Masks Provide the Highest Level of Protection During Medical Procedures procedures.   Each Package Comes In A Heat Sealed Pack of 50 Masks   ","FDA 510K: K202139","Blue","Kingfa SCI. & TECH. CO., LTD.",""
"1096627","https://www.projectn95.org/products/vanal-evergreen-2d-fold-kf94-black-mask-xs-s-m-l/","Vanal","2D S-Fold KF94 Black mask, XS, S, M, L","Pack of 20","Pack of 20","Flat Fold,Korea,KF94","The Vanal KF94 S-Fold masks offer a max depth of 3.5cm for a comfortable breathing space. By securing the optimal air pocket space, not only can you breathe comfortably but you don’t have to worry about your lips touching the mask when speaking! The curved design is suitable for various face types.  The nose piece is adjustable and the jawline is securely fit. A soft comfortable mask that provides stability. The ergonomic 2D design was developed with extensive experience to optimize the fit for different face shapes. The Vanal KF94 S-Fold masks are safety masks that are manufactured in South Korea. Comfortable breathing space, soft lining, high-quality ear band & 4 Ply material. The Vanal KF94 S-Fold masks come in 7 different stylish colors! Choose from black, Uyuni white, Gray, Popping Yellow, Graceful Beige, Milky Pink, or Green Olive. Pick your favorite color or all of them!   Individually Packaged: Yes |  MFDS Standard code: 202202905","Korean MFDS","Black","EverGreen Co.,Ltd","['5', 'My favorite mask!', 'Love these masks - they're perfect for people who have small faces who find that traditional KFN94 or KN95 masks are too big but children's masks are too small. They're sleek, form-fitting and barely noticeable. Love the black color but find that olive green is a good neutral when they're out of black.  I have severe allodynia (pain response to something that isn't painful) due to neurological disease and can wear this mask for an entire day without ear fatigue or more severe pain than usual. The only time I have pain challenges is when I'm having an extraordinarily severe allodynia flare and cannot tolerate anything touching the back of my ear.   Love that they arrive individually wrapped so I can give to friends who need a mask or can keep an extra in my bag in the event I drop my mask and need a backup. '], ['5', 'Huge', 'The size guidance recommends size L for medium to large adult faces so I purchased L. However, even though my face is larger than the adult average (most M/L sized masks are too tight) the L was huge on me. ']"
"1096631","https://www.projectn95.org/products/2d-s-fold-kf94-gray-mask-xs-s-m-l/","Vanal","2D S-Fold KF94 Gray mask, XS, S, M, L","Pack of 20","Pack of 20","Flat Fold,Korea,KF94","The Vanal KF94 S-Fold masks offer a max depth of 3.5cm for a comfortable breathing space. By securing the optimal air pocket space, not only can you breathe comfortably but you don’t have to worry about your lips touching the mask when speaking! The curved design is suitable for various face types.  The nose piece is adjustable and the jawline is securely fit. A soft comfortable mask that provides stability. The ergonomic 2D design was developed with extensive experience to optimize the fit for different face shapes. The Vanal KF94 S-Fold masks are safety masks that are manufactured in South Korea. Comfortable breathing space, soft lining, high-quality ear band & 4 Ply material. The Vanal KF94 S-Fold masks come in 7 different stylish colors! Choose from black, Uyuni white, Gray, Popping Yellow, Graceful Beige, Milky Pink, or Green Olive. Pick your favorite color or all of them!  Individually Packaged: Yes |  MFDS Standard code: 202202905","Korean FDA || MFDS","Gray","EverGreen Co.,Ltd","['5', 'WAY too big and terrible coverage.', 'I was lured in by the nice colors of these masks, but they do not provide any semblance of coverage. I ordered the size Large based on the size chart ('Good for most adult faces'), which is the same size I have ordered in other masks on from Project N95, but they are huge and gap at the nose, on the sides, and under my chin. If you talk, the top of the mask (even if you've tried to seal it on the nose), comes down and exposes your nose. My husband also tried these masks and found it huge on him, too. I would not recommend these masks to anyone as they are not safe.']"
"1096635","https://www.projectn95.org/products/2d-s-fold-kf94-beige-mask-xs-s-m-l/","Vanal","2D S-Fold KF94 Beige mask, XS, S, M, L","Pack of 20","Pack of 20","Flat Fold,Korea,KF94","The Vanal KF94 S-Fold masks offer a max depth of 3.5cm for a comfortable breathing space. By securing the optimal air pocket space, not only can you breathe comfortably but you don’t have to worry about your lips touching the mask when speaking! The curved design is suitable for various face types.  The nose piece is adjustable and the jawline is securely fit. A soft comfortable mask that provides stability. The ergonomic 2D design was developed with extensive experience to optimize the fit for different face shapes. The Vanal KF94 S-Fold masks are safety masks that are manufactured in South Korea. Comfortable breathing space, soft lining, high-quality ear band & 4 Ply material. The Vanal KF94 S-Fold masks come in 7 different stylish colors! Choose from black, Uyuni white, Gray, Popping Yellow, Graceful Beige, Milky Pink, or Green Olive. Pick your favorite color or all of them!  Individually Packaged: Yes |  MFDS Standard code: 202202905","Korean MFDS","Beige","EverGreen Co.,Ltd",""
"1096639","https://www.projectn95.org/products/2d-s-fold-kf94-olive-khaki-mask-xs-s-m-l/","Vanal","2D S-Fold KF94 Green Olive mask, XS, S, M, L","Pack of 20","Pack of 20","Flat Fold,Korea,KF94","The Vanal KF94 S-Fold masks offer a max depth of 3.5cm for a comfortable breathing space. By securing the optimal air pocket space, not only can you breathe comfortably but you don’t have to worry about your lips touching the mask when speaking! The curved design is suitable for various face types.  The nose piece is adjustable and the jawline is securely fit. A soft comfortable mask that provides stability. The ergonomic 2D design was developed with extensive experience to optimize the fit for different face shapes. The Vanal KF94 S-Fold masks are safety masks that are manufactured in South Korea. Comfortable breathing space, soft lining, high-quality ear band & 4 Ply material. The Vanal KF94 S-Fold masks come in 7 different stylish colors! Choose from black, Uyuni white, Gray, Popping Yellow, Graceful Beige, Milky Pink, or Green Olive. Pick your favorite color or all of them!  Individually Packaged: Yes |  MFDS Standard code: 202202905","Korean FDA || MFDS","Green","EverGreen Co.,Ltd","['5', 'I loved these and wish I could get more', 'I came to reorder these comfortable, well-fitting masks and they're sold out in my size. Bummer. ']"
"1096643","https://www.projectn95.org/products/2d-s-fold-kf94-pink-mask-xs-s-m-l/","Vanal","2D S-Fold KF94 Pink mask, XS, S, M, L","Pack of 20","Pack of 20","Flat Fold,Korea,KF94","The Vanal KF94 S-Fold masks offer a max depth of 3.5cm for a comfortable breathing space. By securing the optimal air pocket space, not only can you breathe comfortably but you don’t have to worry about your lips touching the mask when speaking! The curved design is suitable for various face types.  The nose piece is adjustable and the jawline is securely fit. A soft comfortable mask that provides stability. The ergonomic 2D design was developed with extensive experience to optimize the fit for different face shapes. The Vanal KF94 S-Fold masks are safety masks that are manufactured in South Korea. Comfortable breathing space, soft lining, high-quality ear band & 4 Ply material. The Vanal KF94 S-Fold masks come in 7 different stylish colors! Choose from black, Uyuni white, Gray, Popping Yellow, Graceful Beige, Milky Pink, or Green Olive. Pick your favorite color or all of them!  Individually Packaged: Yes |  MFDS Standard code: 202202905","Korean FDA || MFDS","Pink","EverGreen Co.,Ltd","['5', 'WAY too big and terrible coverage.', 'I was lured in by the nice colors of these masks, but they do not provide any semblance of coverage. I ordered the size Large based on the size chart ('Good for most adult faces'), which is the same size I have ordered in other masks on from Project N95, but they are huge and gap at the nose, on the sides, and under my chin. If you talk, the top of the mask (even if you've tried to seal it on the nose), comes down and exposes your nose. My husband also tried these masks and found it huge on him, too. I would not recommend these masks to anyone as they are not safe.']"
"1096647","https://www.projectn95.org/products/2d-s-fold-kf94-yellow-mask-xs-s-m-l/","Vanal","2D S-Fold KF94 Yellow mask, XS, S, M, L","Pack of 20","Pack of 20","Flat Fold,Korea,KF94","The Vanal KF94 S-Fold masks offer a max depth of 3.5cm for a comfortable breathing space. By securing the optimal air pocket space, not only can you breathe comfortably but you don’t have to worry about your lips touching the mask when speaking! The curved design is suitable for various face types.   The nose line is adjustable and the jaw line is securely fit. A soft comfortable mast that provides stability. The ergonomic 2D design completed with long experience design optimizes the fit for different face shapes. The Vanal KF94 S-Fold masks are safety masks that are manufactured in South Korea, they are KFDA approved. Comfortable breathing space, soft thermal lining, high quality ear band & 4 Ply. The Vanal KF94 S-Fold masks come in 7 different stylish colors! Choose from secret black, Uyuni white, Dandy gray, Popping Yellow, Graceful Beige, Milky Pink, or Green Olive. Pick your favorite color or all of them!  Individually Packaged: Yes |  MFDS Standard code: 202202905","Korean FDA || MFDS","Yellow","EverGreen Co.,Ltd",""
"1096651","https://www.projectn95.org/products/2d-s-fold-kf94-uyuni-white-mask-xs-s-m-l/","Vanal","2D S-Fold KF94 Uyuni White mask, XS, S, M, L","Pack of 20","Pack of 20","Flat Fold,Korea,KF94","The Vanal KF94 S-Fold masks offer a max depth of 3.5cm for a comfortable breathing space. By securing the optimal air pocket space, not only can you breathe comfortably but you don’t have to worry about your lips touching the mask when speaking! The curved design is suitable for various face types.  The nose piece is adjustable and the jawline is securely fit. A soft comfortable mask that provides stability. The ergonomic 2D design was developed with extensive experience to optimize the fit for different face shapes. The Vanal KF94 S-Fold masks are safety masks that are manufactured in South Korea. Comfortable breathing space, soft lining, high-quality ear band & 4 Ply material. The Vanal KF94 S-Fold masks come in 7 different stylish colors! Choose from black, Uyuni white, Gray, Popping Yellow, Graceful Beige, Milky Pink, or Green Olive. Pick your favorite color or all of them!  Individually Packaged: Yes |  MFDS Standard code: 202202905","Korean FDA || MFDS","White","EverGreen Co.,Ltd",""
"1096703","https://www.projectn95.org/products/nitta-flat-fold-9510-white-n95-mask/","Nitta","Flat Fold 9510-1 N95 Mask White M/L","M/L","Pack of 10, 20, 30, 50, 100","Flat Fold,Headstrap,Colombia,N95"," This recyclable NIOSH Approved N95 respirator offers 95%+ filtration efficiency against solid and liquid aerosols. Designed to improve respiratory protection, it features 4 protective layers, 2 headbands, and an adjustable nose bridge to ensure a snug fit. Our sustainability program helps ensure used masks are properly recycled.       Product Description:     Materials: The Adjustment Bands are made of Polyester. The Nose Sheet/Piece is made of Galvanized Steel. The filter is made of Polypropylene. The non-woven fabric is made of Polyester.   Dimensions: 6.5'L X 4.25'W/Top & Bottom Head Straps 10'   Care: Non-washable; replace daily   Notes:  N95 respirator mask with 95%+ filtration. NIOSH approved Model 9510. Click Here if you'd like to get a label to return these for us to recycle. This is a personal-use item; cannot be returned for a refund.   Made In: Colombia       ","CDC NIOSH: TC-84A-8118","White","Nitta S.A.",""
"1096734","https://www.projectn95.org/products/flat-fold-9510-4-n95-respirator-light-green-m-l/","Nitta","Flat Fold 9510-4 N95 Respirator Light Green M/L","M/L","Pack of 10, 20, 30, 50, 100","Flat Fold,Headstrap,Colombia,N95"," This recyclable NIOSH Approved N95 respirator offers 95%+ filtration efficiency against solid and liquid aerosols. Designed to improve respiratory protection, it features 4 protective layers, 2 headbands, and an adjustable nose bridge to ensure a snug fit. Our sustainability program helps ensure used masks are properly recycled.       Product Description:     Materials: The Adjustment Bands are made of Polyester. The Nose Sheet/Piece is made of Galvanized Steel. The filter is made of Polypropylene. The non-woven fabric is made of Polyester.   Dimensions: 6.5'L X 4.25'W/Top & Bottom Head Straps 10'   Care: Non-washable; replace daily   Notes:  N95 respirator mask with 95%+ filtration. NIOSH approved Model 9510. Click Here if you'd like to get a label to return these for us to recycle. This is a personal-use item; cannot be returned for a refund.       ","CDC NIOSH: TC-84A-8118","Green","",""
"1096729","https://www.projectn95.org/products/white-blue-flat-fold-kn95-mask-petite-s/","WellBefore","White & Blue Flat Fold Adjustable KN95 Mask S","S","Pack of 10","Flat Fold,China,Earloop,KN95"," WellBefore's breathable KN95 masks offer five-layer protection with a super soft skin-friendly inside layer of fabric. These masks come with reinforced elastic straps that are heat pressed to ensure they stay in place. WellBefore KN95 masks for kids (and adults with petite faces) are designed to fit comfortably, with an adjustable nosepiece and ear loops. The adjustable nose bridge lets the user shape the mask to fit perfectly. The adjustable ear loops ensure never need to worry about the face mask slipping out of place. This pack of individually wrapped KN95 masks is suitable protection against: - Air pollutants - Dust particles - Pollen - Allergens Color: White & Blue | Adjustable Nose Clip: Yes Adjustable Ear Loop: Yes | Individually Packaged: Yes Dimensions: 4.5' W x 5.7' L x 3.9' D (mask) | Type: GB2626-2019 KN95 Mask <!-- td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;} -->","GB2626-2019","Blue","Guangdong Marbon Daily & Chemical Ltd.",""
"1096739","https://www.projectn95.org/products/flat-fold-9510-n95-mask-black-white-m-l/","Nitta","Flat Fold 9510 N95 Mask Black & White M/L","M/L","Pack of 10","Flat Fold,Headstrap,Colombia,N95","   This recyclable, NIOSH-approved N95 respirator offers 95%+ filtration efficiency against solid and liquid aerosols. Designed to improve respiratory protection, it features 4 protective layers, 2 headbands, and an adjustable nose bridge to ensure a snug fit. Our sustainability program helps ensure used masks are properly recycled.Product Description:   Color: Black & White  Materials: The Adjustment Bands are made of Polyester. The Nose Sheet/Piece is made of Galvanized Steel. The filter is made of Polypropylene. The non-woven fabric is made of Polyester.  Dimensions: 6.5'L X 4.25'W/Top & Bottom Head Straps 10'  Care: Non-washable; replace daily  Notes:  N95 respirator mask with 95%+ filtration. NIOSH approved Model 9510. Click Here if you'd like to get a label to return these for us to recycle. This is a personal-use item; cannot be returned for a refund.  ","CDC NIOSH: TC-84A-8118","White","Nitta S.A.",""
"1096740","https://www.projectn95.org/products/flat-fold-9510-n95-mask-blue-green-m-l/","Nitta","Flat Fold 9510 N95 Mask Blue & Green M/L","M/L","Pack of 10","Flat Fold,Headstrap,Colombia,N95","This recyclable, NIOSH-approved N95 respirator offers 95%+ filtration efficiency against solid and liquid aerosols. Designed to improve respiratory protection, it features 4 protective layers, 2 headbands, and an adjustable nose bridge to ensure a snug fit. Our sustainability program helps ensure used masks are properly recycled.Product Description:   Color: Blue & Green  Materials: The Adjustment Bands are made of Polyester. The Nose Sheet/Piece is made of Galvanized Steel. The filter is made of Polypropylene. The non-woven fabric is made of Polyester.  Dimensions: 6.5'L X 4.25'W/Top & Bottom Head Straps 10'  Care: Non-washable; replace daily  Notes:  N95 respirator mask with 95%+ filtration. NIOSH approved Model 9510. Click Here if you'd like to get a label to return these for us to recycle. This is a personal-use item; cannot be returned for a refund. ","CDC NIOSH: TC-84A-8118","Blue","Nitta S.A.",""
"1096741","https://www.projectn95.org/products/flat-fold-9510-n95-mask-black-white-blue-green-m-l/","Nitta","Flat Fold 9510 N95 Mask Black, White, Blue & Green M/L","M/L","Pack of 20","Flat Fold,Headstrap,Colombia,N95","   This recyclable, NIOSH-approved N95 respirator offers 95%+ filtration efficiency against solid and liquid aerosols. Designed to improve respiratory protection, it features 4 protective layers, 2 headbands, and an adjustable nose bridge to ensure a snug fit. Our sustainability program helps ensure used masks are properly recycled.Product Description:   Color: Black, White, Blue & Green  Materials: The Adjustment Bands are made of Polyester. The Nose Sheet/Piece is made of Galvanized Steel. The filter is made of Polypropylene. The non-woven fabric is made of Polyester.  Dimensions: 6.5'L X 4.25'W/Top & Bottom Head Straps 10'  Care: Non-washable; replace daily  Notes:  N95 respirator mask with 95%+ filtration. NIOSH approved Model 9510. Click Here if you'd like to get a label to return these for us to recycle. This is a personal-use item; cannot be returned for a refund.   ","CDC NIOSH: TC-84A-8118","Black","Nitta S.A.",""
"1096730","https://www.projectn95.org/products/denim-flat-fold-kn95-mask-small-petite-kids/","WellBefore","Denim Flat Fold Adjustable KN95 Mask S","S","Pack of 10","Flat Fold,China,Earloop,KN95"," WellBefore's breathable KN95 masks offer five-layer protection with a super soft skin-friendly inside layer of fabric. These masks come with reinforced elastic straps that are heat pressed to ensure they stay in place. WellBefore KN95 masks for kids (and adults with petite faces) are designed to fit comfortably, with an adjustable nosepiece and ear loops. The adjustable nose bridge lets the user shape the mask to fit perfectly. The adjustable ear loops ensure never need to worry about the face mask slipping out of place. This pack of individually wrapped KN95 masks is suitable protection against: - Air pollutants - Dust particles - Pollen - Allergens Color: Denim | Adjustable Nose Clip: Yes Adjustable Ear Loop: Yes | Individually Packaged: Yes Dimensions: 4.5' W x 5.7' L x 3.9' D (mask) | Type: GB2626-2019 KN95 Mask <!-- td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;} -->","GB2626-2019","Blue","Guangdong Marbon Daily & Chemical Ltd.","['5', 'Perfect size for smaller faces ', 'Only mask I’ve ever found that actually fits my face (I am petite) - THANK YOU for this product!']"
"1096731","https://www.projectn95.org/products/camo-green-flat-fold-kn95-mask-small-petite-kids/","WellBefore","Camo Green Flat Fold Adjustable KN95 Mask S","S","Pack of 10","Flat Fold,China,Earloop,KN95"," WellBefore's breathable KN95 masks offer five-layer protection with a super soft skin-friendly inside layer of fabric. These masks come with reinforced elastic straps that are heat pressed to ensure they stay in place. WellBefore KN95 masks for kids (and adults with petite faces) are designed to fit comfortably, with an adjustable nosepiece and ear loops. The adjustable nose bridge lets the user shape the mask to fit perfectly. The adjustable ear loops ensure never need to worry about the face mask slipping out of place. This pack of individually wrapped KN95 masks is suitable protection against: - Air pollutants - Dust particles - Pollen - Allergens Color: Camo Green | Adjustable Nose Clip: Yes  Adjustable Ear Loop: Yes | Individually Packaged: Yes Dimensions: 4.5' W x 5.7' L x 3.9' D (mask) | Type: GB2626-2019 KN95 Mask <!-- td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;} -->","GB2626-2019","Green","Guangdong Marbon Daily & Chemical Ltd.",""
